kode_wilayah,provinsi,kabupaten,kecamatan,desa,latitude,longitude,elevasi
35.09.09.2001,,,,curahkalong,,,
35.09.09.2002,,,,gambirono,,,
35.09.09.2003,,,,bangsalsari,,,
35.09.09.2004,,,,tugusari,,,
35.09.09.2005,,,,karangsono,,,
35.09.09.2006,,,,sukorejo,,,
35.09.09.2007,,,,langkap,,,
35.09.09.2008,,,,tisnogambar,,,
35.09.09.2009,,,,petung,,,
35.09.09.2010,,,,banjarsari,,,
35.09.09.2011,,,,badean,,,
35.09.10,,,,balung,,,
35.09.10.2001,,,,karangduren,,,
35.09.10.2002,,,,karang semanding,,,
35.09.10.2003,,,,tutul,,,
35.09.10.2004,,,,balungkulon,,,
35.09.10.2005,,,,balunglor,,,
35.09.10.2006,,,,balungkidul,,,
35.09.10.2007,,,,curahlele,,,
35.09.10.2008,,,,gumelar,,,
35.09.11,,,,wuluhan,,,
35.09.11.2001,,,,lojejer,,,
35.09.11.2002,,,,ampel,,,
35.09.11.2003,,,,tamansari,,,
35.09.11.2004,,,,dukuhdempok,,,
35.09.11.2005,,,,glundengan,,,
35.09.11.2006,,,,tanjungrejo,,,
35.09.11.2007,,,,kesilir,,,
35.09.12,,,,ambulu,,,
35.09.12.2001,,,,tegalsari,,,
35.09.12.2002,,,,sabrang,,,
35.09.12.2003,,,,sumberejo,,,
35.09.12.2004,,,,ambulu,,,
35.09.12.2005,,,,karanganyar,,,
35.09.12.2006,,,,andongsari,,,
35.09.12.2007,,,,pontang,,,
35.09.13,,,,rambipuji,,,
35.09.13.2001,,,,nogosari,,,
35.09.13.2002,,,,curahmalang,,,
35.09.13.2003,,,,rowotamtu,,,
35.09.13.2004,,,,kaliwining,,,
35.09.13.2005,,,,pecoro,,,
35.09.13.2006,,,,rambipuji,,,
35.09.13.2007,,,,gugut,,,
35.09.13.2008,,,,rambigundam,,,
35.09.14,,,,panti,,,
35.09.14.2001,,,,pakis,,,
35.09.14.2002,,,,kemuning sari lor,,,
35.09.14.2003,,,,panti,,,
35.09.14.2004,,,,glagahwero,,,
35.09.14.2005,,,,suci,,,
35.09.14.2006,,,,kemiri,,,
35.09.14.2007,,,,serut,,,
35.09.15,,,,sukorambi,,,
35.09.15.2001,,,,jubung,,,
35.09.15.2002,,,,dukuhmencek,,,
35.09.15.2003,,,,sukorambi,,,
35.09.15.2004,,,,karangpring,,,
35.09.15.2005,,,,klungkung,,,
35.09.16,,,,jenggawah,,,
35.09.16.2001,,,,kemuningsarikidul,,,
35.09.16.2002,,,,wonojati,,,
35.09.16.2003,,,,jenggawah,,,
35.09.16.2004,,,,kertonegoro,,,
35.09.16.2005,,,,sruni,,,
35.09.16.2006,,,,jatisari,,,
35.09.16.2007,,,,jatimulyo,,,
35.09.16.2008,,,,cangkring,,,
35.09.17,,,,ajung,,,
35.09.17.2001,,,,sukamakmur,,,
35.09.17.2002,,,,mangaran,,,
35.09.17.2003,,,,pancakarya,,,
35.09.17.2004,,,,ajung,,,
35.09.17.2005,,,,klompangan,,,
35.09.17.2006,,,,wirowongso,,,
35.09.17.2007,,,,rowoindah,,,
35.09.18,,,,tempurejo,,,
35.09.18.2001,,,,sidodadi,,,
35.09.18.2002,,,,tempurejo,,,
35.09.18.2003,,,,andongrejo,,,
35.09.18.2004,,,,pondokrejo,,,
35.09.18.2005,,,,wonoasri,,,
35.09.18.2006,,,,curahnongko,,,
35.09.18.2007,,,,curahtakir,,,
35.09.18.2008,,,,sanenrejo,,,
35.09.19,,,,kaliwates,,,
35.09.19.1001,,,,mangli,,,
35.09.19.1002,,,,sempusari,,,
35.09.19.1003,,,,kebonagung,,,
35.09.19.1004,,,,kaliwates,,,
35.09.19.1005,,,,jemberkidul,,,
35.09.19.1006,,,,kepatihan,,,
35.09.19.1007,,,,tegalbesar,,,
35.09.20,,,,patrang,,,
35.09.20.1001,,,,banjarsengon,,,
35.09.20.1002,,,,jumerto,,,
35.09.20.1003,,,,gebang,,,
35.09.20.1004,,,,slawu,,,
35.09.20.1005,,,,bintoro,,,
35.09.20.1006,,,,jemberlor,,,
35.09.20.1007,,,,patrang,,,
35.09.20.1008,,,,baratan,,,
35.09.21,,,,sumbersari,,,
35.09.21.1001,,,,kebonsari,,,
35.09.21.1002,,,,sumbersari,,,
35.09.21.1003,,,,kranjingan,,,
35.09.21.1004,,,,karangrejo,,,
35.09.21.1005,,,,tegalgede,,,
35.09.21.1006,,,,wirolegi,,,
35.09.21.1007,,,,antirogo,,,
35.09.22,,,,arjasa,,,
35.09.22.2001,,,,kemuninglor,,,
35.09.22.2002,,,,darsono,,,
35.09.22.2003,,,,arjasa,,,
35.09.22.2004,,,,candijati,,,
35.09.22.2005,,,,biting,,,
35.09.22.2006,,,,kamal,,,
35.09.23,,,,mumbulsari,,,
35.09.23.2001,,,,lengkong,,,
35.09.23.2002,,,,kawangrejo,,,
35.09.23.2003,,,,tamansari,,,
35.09.23.2004,,,,mumbulsari,,,
35.09.23.2005,,,,suco,,,
35.09.23.2006,,,,lampeji,,,
35.09.23.2007,,,,karang kedawung,,,
35.09.24,,,,pakusari,,,
35.09.24.2001,,,,patemon,,,
35.09.24.2002,,,,bedadung,,,
35.09.24.2003,,,,sumberpinang,,,
35.09.24.2004,,,,subo,,,
35.09.24.2005,,,,kertosari,,,
35.09.24.2006,,,,jatian,,,
35.09.24.2007,,,,pakusari,,,
35.09.25,,,,jelbuk,,,
35.09.25.2001,,,,sucopangepok,,,
35.09.25.2002,,,,panduman,,,
35.09.25.2003,,,,sukojember,,,
35.09.25.2004,,,,jelbuk,,,
35.09.25.2005,,,,sukowiryo,,,
35.09.25.2006,,,,sugerkidul,,,
35.09.26,,,,mayang,,,
35.09.26.2001,,,,mrawan,,,
35.09.26.2002,,,,mayang,,,
35.09.26.2003,,,,seputih,,,
35.09.26.2004,,,,tegalwaru,,,
35.09.26.2005,,,,tegalrejo,,,
35.09.26.2006,,,,sumberkejayan,,,
35.09.26.2007,,,,sidomukti,,,
35.09.27,,,,kalisat,,,
35.09.27.2001,,,,gumuksari,,,
35.09.27.2002,,,,sukoreno,,,
35.09.27.2003,,,,patempuran,,,
35.09.27.2004,,,,sumberkalong,,,
35.09.27.2005,,,,sumberjeruk,,,
35.09.27.2006,,,,glagahwero,,,
35.09.27.2007,,,,kalisat,,,
35.09.27.2008,,,,ajung,,,
35.09.27.2009,,,,plalangan,,,
35.09.27.2010,,,,gambiran,,,
35.09.27.2011,,,,sumberketempa,,,
35.09.27.2012,,,,sebanen,,,
35.09.28,,,,ledokombo,,,
35.09.28.2001,,,,lembengan,,,
35.09.28.2002,,,,suren,,,
35.09.28.2003,,,,karangpaiton,,,
35.09.28.2004,,,,sumberanget,,,
35.09.28.2005,,,,sukogidri,,,
35.09.28.2006,,,,ledokombo,,,
35.09.28.2007,,,,sumberlesung,,,
35.09.28.2008,,,,sumbersalak,,,
35.09.28.2009,,,,slateng,,,
35.09.28.2010,,,,sumberbulus,,,
35.09.29,,,,sukowono,,,
35.09.29.2001,,,,sumberwringin,,,
35.09.29.2002,,,,sukokerto,,,
35.09.29.2003,,,,sumberwaru,,,
35.09.29.2004,,,,sukowono,,,
35.09.29.2005,,,,baletbaru,,,
35.09.29.2006,,,,sukorejo,,,
35.09.29.2007,,,,sukosari,,,
35.09.29.2008,,,,arjasa,,,
35.09.29.2009,,,,sumberdanti,,,
35.09.29.2010,,,,pocangan,,,
35.09.29.2011,,,,dawuhanmangli,,,
35.09.29.2012,,,,mojogemi,,,
35.09.30,,,,silo,,,
35.09.30.2001,,,,sempolan,,,
35.09.30.2002,,,,harjomulyo,,,
35.09.30.2003,,,,karangharjo,,,
35.09.30.2004,,,,silo,,,
35.09.30.2005,,,,pace,,,
35.09.30.2006,,,,mulyorejo,,,
35.09.30.2007,,,,sumberjati,,,
35.09.30.2008,,,,garahan,,,
35.09.30.2009,,,,sidomulyo,,,
35.09.31,,,,sumberjambe,,,
35.09.31.2001,,,,plerean,,,
35.09.31.2002,,,,sumberpakem,,,
35.09.31.2003,,,,pringgondani,,,
35.09.31.2004,,,,randuagung,,,
35.09.31.2005,,,,cumedak,,,
35.09.31.2006,,,,sumberjambe,,,
35.09.31.2007,,,,gunungmalang,,,
35.09.31.2008,,,,jambearum,,,
35.09.31.2009,,,,rowosari,,,
35.1,,,,kab. banyuwangi,,,
35.10.01,,,,pesanggaran,,,
35.10.01.2001,,,,sarongan,,,
35.10.01.2002,,,,pesanggaran,,,
35.10.01.2004,,,,sumberagung,,,
35.10.01.2009,,,,kandangan,,,
35.10.01.2010,,,,sumbermulyo,,,
35.10.02,,,,bangorejo,,,
35.10.02.2001,,,,sukorejo,,,
35.10.02.2002,,,,sambirejo,,,
35.10.02.2003,,,,temurejo,,,
35.10.02.2004,,,,bangorejo,,,
35.10.02.2005,,,,kebondalem,,,
35.10.02.2006,,,,sambimulyo,,,
35.10.02.2007,,,,ringintelu,,,
35.10.03,,,,purwoharjo,,,
35.10.03.2001,,,,grajagan,,,
35.10.03.2002,,,,sumbersari,,,
35.10.03.2003,,,,glagahagung,,,
35.10.03.2004,,,,sidorejo,,,
35.10.03.2005,,,,purwoharjo,,,
35.10.03.2006,,,,bulurejo,,,
35.10.03.2007,,,,kradenan,,,
35.10.03.2008,,,,karetan,,,
35.10.04,,,,tegaldlimo,,,
35.10.04.2001,,,,purwoasri,,,
35.10.04.2002,,,,kendalrejo,,,
35.10.04.2003,,,,kedungasri,,,
35.10.04.2004,,,,kedungwungu,,,
35.10.04.2005,,,,tegaldlimo,,,
35.10.04.2006,,,,wringinpitu,,,
35.10.04.2007,,,,kedunggebang,,,
35.10.04.2008,,,,purwoagung,,,
35.10.04.2009,,,,kalipait,,,
35.10.05,,,,muncar,,,
35.10.05.2001,,,,sumberberas,,,
35.10.05.2002,,,,kedungrejo,,,
35.10.05.2003,,,,tembokrejo,,,
35.10.05.2004,,,,sumbersewu,,,
35.10.05.2005,,,,blambangan,,,
35.10.05.2006,,,,tapanrejo,,,
35.10.05.2007,,,,wringinputih,,,
35.10.05.2008,,,,tambakrejo,,,
35.10.05.2009,,,,kedungringin,,,
35.10.05.2010,,,,kumendung,,,
35.10.06,,,,cluring,,,
35.10.06.2001,,,,plampangrejo,,,
35.10.06.2002,,,,tampo,,,
35.10.06.2003,,,,sembulung,,,
35.10.06.2004,,,,cluring,,,
35.10.06.2005,,,,benculuk,,,
35.10.06.2006,,,,sraten,,,
35.10.06.2007,,,,tamanagung,,,
35.10.06.2008,,,,sarimulyo,,,
35.10.06.2009,,,,kaliploso,,,
35.10.07,,,,gambiran,,,
35.10.07.2001,,,,purwodadi,,,
35.10.07.2002,,,,jajag,,,
35.10.07.2007,,,,gambiran,,,
35.10.07.2008,,,,yosomulyo,,,
35.10.07.2009,,,,wringinrejo,,,
35.10.07.2010,,,,wringinagung,,,
35.10.08,,,,srono,,,
35.10.08.2001,,,,bangorejo,,,
35.10.08.2002,,,,wonosobo,,,
35.10.08.2003,,,,sukonatar,,,
35.10.08.2004,,,,kebaman,,,
35.10.08.2005,,,,sumbersari,,,
35.10.08.2006,,,,parijatah wetan,,,
35.10.08.2007,,,,parijatah kulon,,,
35.10.08.2008,,,,rejoagung,,,
35.10.08.2009,,,,kepundungan,,,
35.10.08.2010,,,,sukomaju,,,
35.10.09,,,,genteng,,,
35.10.09.2001,,,,kembiritan,,,
35.10.09.2002,,,,gentengwetan,,,
35.10.09.2003,,,,gentengkulon,,,
35.10.09.2004,,,,setail,,,
35.10.09.2005,,,,kaligondo,,,
35.10.10,,,,glenmore,,,
35.10.10.2001,,,,tegalharjo,,,
35.10.10.2002,,,,sepanjang,,,
35.10.10.2003,,,,karangharjo,,,
35.10.10.2004,,,,tulungrejo,,,
35.10.10.2005,,,,sumbergondo,,,
35.10.10.2006,,,,bumiharjo,,,
35.10.10.2007,,,,margomulyo,,,
35.10.11,,,,kalibaru,,,
35.10.11.2001,,,,kalibarukulon,,,
35.10.11.2002,,,,kalibarumanis,,,
35.10.11.2003,,,,kalibaruwetan,,,
35.10.11.2004,,,,kajarharjo,,,
35.10.11.2005,,,,banyuanyar,,,
35.10.11.2006,,,,kebonrejo,,,
35.10.12,,,,singojuruh,,,
35.10.12.2001,,,,gambor,,,
35.10.12.2002,,,,alasmalang,,,
35.10.12.2003,,,,benelan kidul,,,
35.10.12.2004,,,,lemahbang kulon,,,
35.10.12.2005,,,,singojuruh,,,
35.10.12.2006,,,,gumirih,,,
35.10.12.2007,,,,cantuk,,,
35.10.12.2008,,,,padang,,,
35.10.12.2009,,,,singolatren,,,
35.10.12.2010,,,,kemiri,,,
35.10.12.2011,,,,sumberbaru,,,
35.10.13,,,,rogojampi,,,
35.10.13.2001,,,,aliyan,,,
35.10.13.2002,,,,mangir,,,
35.10.13.2006,,,,gladag,,,
35.10.13.2007,,,,bubuk,,,
35.10.13.2008,,,,lemahbangdewo,,,
35.10.13.2010,,,,gitik,,,
35.10.13.2012,,,,karangbendo,,,
35.10.13.2013,,,,rogojampi,,,
35.10.13.2014,,,,pengatigan,,,
35.10.13.2018,,,,kedaleman,,,
35.10.14,,,,kabat,,,
35.10.14.2001,,,,bareng,,,
35.10.14.2002,,,,bunder,,,
35.10.14.2003,,,,gombolirang,,,
35.10.14.2004,,,,benelanlor,,,
35.10.14.2005,,,,labanasem,,,
35.10.14.2006,,,,pakistaji,,,
35.10.14.2009,,,,pondoknongko,,,
35.10.14.2010,,,,dadapan,,,
35.10.14.2011,,,,kedayunan,,,
35.10.14.2012,,,,kabat,,,
35.10.14.2013,,,,macan putih,,,
35.10.14.2014,,,,tambong,,,
35.10.14.2015,,,,pendarungan,,,
35.10.14.2016,,,,kalirejo,,,
35.10.15,,,,glagah,,,
35.10.15.2001,,,,rejosari,,,
35.10.15.1002,,,,bakungan,,,
35.10.15.1003,,,,banjarsari,,,
35.10.15.2004,,,,kemiren,,,
35.10.15.2005,,,,olehsari,,,
35.10.15.2006,,,,glagah,,,
35.10.15.2007,,,,paspan,,,
35.10.15.2010,,,,tamansuruh,,,
35.10.15.2011,,,,kenjo,,,
35.10.15.2012,,,,kampunganyar,,,
35.10.16,,,,banyuwangi,,,
35.10.16.1001,,,,pakis,,,
35.10.16.1002,,,,sobo,,,
35.10.16.1003,,,,kebalenan,,,
35.10.16.1004,,,,penganjuran,,,
35.10.16.1005,,,,tukangkayu,,,
35.10.16.1006,,,,kertosari,,,
35.10.16.1007,,,,karangrejo,,,
35.10.16.1008,,,,kepatihan,,,
35.10.16.1009,,,,panderejo,,,
35.10.16.1010,,,,singonegaran,,,
35.10.16.1011,,,,temenggungan,,,
35.10.16.1012,,,,kampungmelayu,,,
35.10.16.1013,,,,kampungmandar,,,
35.10.16.1014,,,,lateng,,,
35.10.16.1015,,,,singotrunan,,,
35.10.16.1016,,,,pengantigan,,,
35.10.16.1017,,,,tamanbaru,,,
35.10.16.1018,,,,sumberrejo,,,
35.10.17,,,,giri,,,
35.10.17.2001,,,,jambesari,,,
35.10.17.1002,,,,boyolangu,,,
35.10.17.1003,,,,mojopanggung,,,
35.10.17.1004,,,,penataban,,,
35.10.17.1005,,,,giri,,,
35.10.17.2006,,,,grogol,,,
35.10.18,,,,wongsorejo,,,
35.10.18.2001,,,,bangsring,,,
35.10.18.2002,,,,bengkak,,,
35.10.18.2003,,,,alasbuluh,,,
35.10.18.2004,,,,wongsorejo,,,
35.10.18.2005,,,,sumberkencono,,,
35.10.18.2006,,,,sidodadi,,,
35.10.18.2007,,,,bajulmati,,,
35.10.18.2008,,,,watukebo,,,
35.10.18.2009,,,,alas rejo,,,
35.10.18.2010,,,,sidowangi,,,
35.10.18.2011,,,,sumberanyar,,,
35.10.18.2012,,,,bimorejo,,,
35.10.19,,,,songgon,,,
35.10.19.2001,,,,songgon,,,
35.10.19.2002,,,,balak,,,
35.10.19.2003,,,,sragi,,,
35.10.19.2004,,,,parangharjo,,,
35.10.19.2005,,,,bedewang,,,
35.10.19.2006,,,,bayu,,,
35.10.19.2007,,,,sumberarum,,,
35.10.19.2008,,,,sumberbulu,,,
35.10.19.2009,,,,bangunsari,,,
35.10.20,,,,sempu,,,
35.10.20.2001,,,,sempu,,,
35.10.20.2002,,,,jambewangi,,,
35.10.20.2003,,,,karangsari,,,
35.10.20.2004,,,,temuguruh,,,
35.10.20.2005,,,,gendoh,,,
35.10.20.2006,,,,temuasri,,,
35.10.20.2007,,,,tegalarum,,,
35.10.21,,,,kalipuro,,,
35.10.21.1001,,,,kalipuro,,,
35.10.21.1002,,,,klatak,,,
35.10.21.2003,,,,ketapang,,,
35.10.21.2004,,,,pesucen,,,
35.10.21.2005,,,,kelir,,,
35.10.21.1006,,,,gombengsari,,,
35.10.21.1007,,,,bulusan,,,
35.10.21.2008,,,,telemung,,,
35.10.21.2009,,,,bulusari,,,
35.10.22,,,,siliragung,,,
35.10.22.2001,,,,buluagung,,,
35.10.22.2002,,,,siliragung,,,
35.10.22.2003,,,,kesilir,,,
35.10.22.2004,,,,sineporejo,,,
35.10.22.2005,,,,barurejo,,,
35.10.23,,,,tegalsari,,,
35.10.23.2001,,,,tegalsari,,,
35.10.23.2002,,,,karangdoro,,,
35.10.23.2003,,,,tamansari,,,
35.10.23.2004,,,,dasri,,,
35.10.23.2005,,,,karangmulyo,,,
35.10.23.2006,,,,tegalrejo,,,
35.10.24,,,,licin,,,
35.10.24.2001,,,,gumuk,,,
35.10.24.2002,,,,jelun,,,
35.10.24.2003,,,,licin,,,
35.10.24.2004,,,,banjar,,,
35.10.24.2005,,,,segobang,,,
35.10.24.2006,,,,pakel,,,
35.10.24.2007,,,,kluncing,,,
35.10.24.2008,,,,tamansari,,,
35.10.25,,,,blimbingsari,,,
35.10.25.2001,,,,blimbingsari,,,
35.10.25.2002,,,,kaotan,,,
35.10.25.2003,,,,watukebo,,,
35.10.25.2004,,,,gintangan,,,
35.10.25.2005,,,,bomo,,,
35.10.25.2006,,,,patoman,,,
35.10.25.2007,,,,kaligung,,,
35.10.25.2008,,,,karangrejo,,,
35.10.25.2009,,,,badean,,,
35.10.25.2010,,,,sukojati,,,
35.11,,,,kab. bondowoso,,,
35.11.01,,,,maesan,,,
35.11.01.2001,,,,sucolor,,,
35.11.01.2002,,,,pujer baru,,,
35.11.01.2003,,,,tanahwulan,,,
35.11.01.2004,,,,maesan,,,
35.11.01.2005,,,,gambangan,,,
35.11.01.2006,,,,suger lor,,,
35.11.01.2007,,,,sumber pakem,,,
35.11.01.2008,,,,sumbersari,,,
35.11.01.2009,,,,sumber anyar,,,
35.11.01.2010,,,,penanggungan,,,
35.11.01.2011,,,,pakuniran,,,
35.11.01.2012,,,,gunungsari,,,
35.11.02,,,,tamanan,,,
35.11.02.2001,,,,sukosari,,,
35.11.02.2002,,,,karang melok,,,
35.11.02.2003,,,,mengen,,,
35.11.02.2004,,,,kemirian,,,
35.11.02.2005,,,,tamanan,,,
35.11.02.2006,,,,wonosuko,,,
35.11.02.2007,,,,kalianyar,,,
35.11.02.2012,,,,sumber kemuning,,,
35.11.02.2014,,,,sumber anom,,,
35.11.03,,,,tlogosari,,,
35.11.03.2001,,,,kembang,,,
35.11.03.2002,,,,gunosari,,,
35.11.03.2003,,,,trotosari,,,
35.11.03.2004,,,,jebung kidul,,,
35.11.03.2005,,,,sulek,,,
35.11.03.2006,,,,tlogosari,,,
35.11.03.2007,,,,pakisan,,,
35.11.03.2008,,,,patemon,,,
35.11.03.2009,,,,jebung lor,,,
35.11.03.2010,,,,brambang darussalam,,,
35.11.04,,,,sukosari,,,
35.11.04.2001,,,,sukosari lor,,,
35.11.04.2002,,,,nogosari,,,
35.11.04.2003,,,,pecalongan,,,
35.11.04.2004,,,,kerang,,,
35.11.05,,,,pujer,,,
35.11.05.2001,,,,alas sumur,,,
35.11.05.2002,,,,kejayan,,,
35.11.05.2003,,,,mangli,,,
35.11.05.2004,,,,maskuning kulon,,,
35.11.05.2005,,,,maskuning wetan,,,
35.11.05.2006,,,,mengok,,,
35.11.05.2007,,,,padasan,,,
35.11.05.2009,,,,randu cangkring,,,
35.11.05.2010,,,,suko kerto,,,
35.11.05.2011,,,,sukowono,,,
35.11.05.2012,,,,sukodono,,,
35.11.06,,,,grujugan,,,
35.11.06.2002,,,,tegal mijin,,,
35.11.06.2003,,,,pekauman,,,
35.11.06.2004,,,,sumber pandan,,,
35.11.06.2005,,,,wanisodo,,,
35.11.06.2006,,,,kabuaran,,,
35.11.06.2007,,,,wonosari,,,
35.11.06.2008,,,,dadapan,,,
35.11.06.2009,,,,dawuhan,,,
35.11.06.2010,,,,taman,,,
35.11.06.2011,,,,grujugan kidul,,,
35.11.06.2013,,,,kejawan,,,
35.11.07,,,,curahdami,,,
35.11.07.2001,,,,jetis,,,
35.11.07.2002,,,,pakuwesi,,,
35.11.07.2003,,,,kupang,,,
35.11.07.2004,,,,petung,,,
35.11.07.2005,,,,panambangan,,,
35.11.07.2006,,,,curahpoh,,,
35.11.07.2007,,,,poncogati,,,
35.11.07.2008,,,,sumber suko,,,
35.11.07.1009,,,,curahdami,,,
35.11.07.2010,,,,selolembu,,,
35.11.07.2011,,,,locare,,,
35.11.07.2012,,,,sumber salak,,,
35.11.08,,,,tenggarang,,,
35.11.08.2001,,,,kesemek,,,
35.11.08.2002,,,,lojajar,,,
35.11.08.2003,,,,pekalangan,,,
35.11.08.2004,,,,kajar,,,
35.11.08.2005,,,,sumber salam,,,
35.11.08.2006,,,,koncer kidul,,,
35.11.08.2007,,,,bataan,,,
35.11.08.2008,,,,gebang,,,
35.11.08.2009,,,,dawuhan,,,
35.11.08.2010,,,,tangsil kulon,,,
35.11.08.1011,,,,tenggarang,,,
35.11.08.2012,,,,koncer darul aman,,,
35.11.09,,,,wonosari,,,
35.11.09.2001,,,,lombok kulon,,,
35.11.09.2002,,,,lombok wetan,,,
35.11.09.2003,,,,tumpeng,,,
35.11.09.2004,,,,jumpong,,,
35.11.09.2005,,,,tangsil wetan,,,
35.11.09.2006,,,,pasarejo,,,
35.11.09.2007,,,,bendoarum,,,
35.11.09.2008,,,,kapuran,,,
35.11.09.2009,,,,sumberkalong,,,
35.11.09.2010,,,,traktakan,,,
35.11.09.2011,,,,wonosari,,,
35.11.09.2012,,,,pelalangan,,,
35.11.10,,,,tapen,,,
35.11.10.2001,,,,wonokusumo,,,
35.11.10.2002,,,,mangli wetan,,,
35.11.10.2003,,,,taal,,,
35.11.10.2004,,,,mrawan,,,
35.11.10.2005,,,,gunung anyar,,,
35.11.10.2006,,,,jurang sapi,,,
35.11.10.2007,,,,cindogo,,,
35.11.10.2008,,,,kalitapen,,,
35.11.10.2009,,,,tapen,,,
35.11.11,,,,bondowoso,,,
35.11.11.2001,,,,pancoran,,,
35.11.11.2002,,,,sukowiryo,,,
35.11.11.2003,,,,kembang,,,
35.11.11.1004,,,,nangkaan,,,
35.11.11.1005,,,,tamansari,,,
35.11.11.1006,,,,kademangan,,,
35.11.11.1007,,,,dabasah,,,
35.11.11.1008,,,,badean,,,
35.11.11.1009,,,,kotakulon,,,
35.11.11.1010,,,,blindungan,,,
35.11.11.2011,,,,pejaten,,,
35.11.12,,,,wringin,,,
35.11.12.2001,,,,ambulu,,,
35.11.12.2002,,,,bukor,,,
35.11.12.2003,,,,sumbermalang,,,
35.11.12.2004,,,,jambewungu,,,
35.11.12.2005,,,,gubrih,,,
35.11.12.2006,,,,ampelan,,,
35.11.12.2007,,,,jatitamban,,,
35.11.12.2008,,,,banyuwulu,,,
35.11.12.2009,,,,jatisari,,,
35.11.12.2010,,,,glingseran,,,
35.11.12.2011,,,,banyuputih,,,
35.11.12.2012,,,,wringin,,,
35.11.12.2013,,,,sumbercanting,,,
35.11.13,,,,tegalampel,,,
35.11.13.2001,,,,klabang,,,
35.11.13.2002,,,,mandiro,,,
35.11.13.2003,,,,tanggulangin,,,
35.11.13.2004,,,,karanganyar,,,
35.11.13.1005,,,,sekarputih,,,
35.11.13.2006,,,,tegalampel,,,
35.11.13.2014,,,,klabang agung,,,
35.11.13.2015,,,,purnama,,,
35.11.14,,,,klabang,,,
35.11.14.2005,,,,karang anyar,,,
35.11.14.2006,,,,blimbing,,,
35.11.14.2007,,,,karang sengon,,,
35.11.14.2008,,,,wonokerto,,,
35.11.14.2009,,,,klabang,,,
35.11.14.2010,,,,klampokan,,,
35.11.14.2011,,,,sumber suko,,,
35.11.14.2012,,,,besuk,,,
35.11.14.2013,,,,pandak,,,
35.11.14.2014,,,,leprak,,,
35.11.14.2015,,,,wonoboyo,,,
35.11.15,,,,cermee,,,
35.11.15.2001,,,,solor,,,
35.11.15.2002,,,,kladi,,,
35.11.15.2003,,,,bercak,,,
35.11.15.2004,,,,suling wetan,,,
35.11.15.2005,,,,suling kulon,,,
35.11.15.2006,,,,cermee,,,
35.11.15.2007,,,,ramban wetan,,,
35.11.15.2008,,,,grujugan,,,
35.11.15.2009,,,,ramban kulon,,,
35.11.15.2010,,,,bajuran,,,
35.11.15.2011,,,,jirek mas,,,
35.11.15.2012,,,,batu salang,,,
35.11.15.2013,,,,palalangan,,,
35.11.15.2014,,,,batu ampar,,,
35.11.15.2015,,,,bercak asri,,,
35.11.16,,,,prajekan,,,
35.11.16.2001,,,,bandilan,,,
35.11.16.2002,,,,sempol,,,
35.11.16.2003,,,,tarum,,,
35.11.16.2005,,,,prajekan lor,,,
35.11.16.2006,,,,prajekan kidul,,,
35.11.16.2007,,,,cangkring,,,
35.11.16.2008,,,,walidono,,,
35.11.17,,,,pakem,,,
35.11.17.2001,,,,andungsari,,,
35.11.17.2002,,,,ardisaeng,,,
35.11.17.2003,,,,kupang,,,
35.11.17.2004,,,,gadingsari,,,
35.11.17.2005,,,,pakem,,,
35.11.17.2006,,,,sumberdumpyong,,,
35.11.17.2007,,,,patemon,,,
35.11.17.2008,,,,petung,,,
35.11.18,,,,sumberwringin,,,
35.11.18.2001,,,,sukorejo,,,
35.11.18.2002,,,,sumber gading,,,
35.11.18.2003,,,,sukosari kidul,,,
35.11.18.2004,,,,tegaljati,,,
35.11.18.2005,,,,rejo agung,,,
35.11.18.2006,,,,sumberwringin,,,
35.11.19,,,,sempol,,,
35.11.19.2001,,,,sempol,,,
35.11.19.2002,,,,kalianyar,,,
35.11.19.2003,,,,jampit,,,
35.11.19.2004,,,,kalisat,,,
35.11.19.2005,,,,kali gedang,,,
35.11.19.2006,,,,sumber rejo,,,
35.11.20,,,,binakal,,,
35.11.20.2001,,,,gadingsari,,,
35.11.20.2002,,,,sumber waru,,,
35.11.20.2003,,,,kembangan,,,
35.11.20.2004,,,,baratan,,,
35.11.20.2005,,,,binakal,,,
35.11.20.2006,,,,jeruksoksok,,,
35.11.20.2007,,,,sumber tengah,,,
35.11.20.2008,,,,bendelan,,,
35.11.21,,,,taman krocok,,,
35.11.21.2001,,,,taman,,,
35.11.21.2002,,,,gentong,,,
35.11.21.2003,,,,kemuningan,,,
35.11.21.2004,,,,trebungan,,,
35.11.21.2005,,,,sumberkokap,,,
35.11.21.2006,,,,paguan,,,
35.11.21.2007,,,,kretek,,,
35.11.22,,,,botolinggo,,,
35.11.22.2001,,,,lumutan,,,
35.11.22.2002,,,,botolinggo,,,
35.11.22.2003,,,,lanas,,,
35.11.22.2004,,,,penang,,,
35.11.22.2005,,,,gayam,,,
35.11.22.2006,,,,klekehan,,,
35.11.22.2007,,,,sumber canting,,,
35.11.22.2008,,,,gayam lor,,,
35.11.23,,,,jambesari darus sholah,,,
35.11.23.2001,,,,jambesari,,,
35.11.23.2002,,,,jambeanom,,,
35.11.23.2003,,,,pucanganom,,,
35.11.23.2004,,,,sumberjeruk,,,
35.11.23.2005,,,,tegalpasir,,,
35.11.23.2006,,,,pengarang,,,
35.11.23.2007,,,,grujugan lor,,,
35.11.23.2008,,,,pejagan,,,
